taxonomy	alternative classification and confidence	model_category	approx_size (ref)
Eukaryota; Stramenopiles; Ochrophyta		diat	
Eukaryota; Stramenopiles; Ochrophyta		diat	
Eukaryota; Stramenopiles; Ochrophyta		diat	
Eukaryota; Stramenopiles; Ochrophyta		diat	
Eukaryota; Stramenopiles; Ochrophyta		diat	
Eukaryota; Stramenopiles; Ochrophyta		diat	
Eukaryota; Stramenopiles; Ochrophyta		diat	
Eukaryota; Stramenopiles; Ochrophyta		diat	
Eukaryota; Stramenopiles; Ochrophyta		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Araphid-pennate		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Araphid-pennate		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Araphid-pennate; Araphid-pennate_X; Araphid-pennate_X_sp.		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Araphid-pennate; Delphineis; Delphineis_sp.		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Araphid-pennate; Delphineis; Delphineis_sp.		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Araphid-pennate; Thalassionema		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Araphid-pennate; Thalassionema		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Araphid-pennate; Thalassionema; Thalassionema_nitzschioides		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae; Arcocellulus; Arcocellulus_mammifer		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae; Chaetoceros		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae; Chaetoceros; Chaetoceros_sp.		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae; Chaetoceros; Chaetoceros_sp.		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae; Chaetoceros; Chaetoceros_sp.		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae; Chaetoceros; Chaetoceros_sp.		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae; Chaetoceros; Chaetoceros_sp.		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae; Chaetoceros; Chaetoceros_sp.		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae; Chaetoceros; Chaetoceros_sp.		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae; Chaetoceros; Chaetoceros_sp.		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae; Chaetoceros; Chaetoceros_sp.		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae; Chaetoceros; Chaetoceros_sp.		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae; Chaetoceros; Chaetoceros_sp.		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae; Chaetoceros; Chaetoceros_sp.		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae; Chaetoceros; Chaetoceros_sp.		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae; Chaetoceros; Chaetoceros_sp.		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae; Chaetoceros; Chaetoceros_sp.		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae; Chaetoceros; Chaetoceros_sp.		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae; Chaetoceros; Chaetoceros_sp.		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae; Chaetoceros; Chaetoceros_sp.		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae; Extubocellulus; Extubocellulus_cribriger		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae; Thalassiosira		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae; Thalassiosira		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae; Thalassiosira		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Radial-centric-basal-Coscinodiscophyceae		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Radial-centric-basal-Coscinodiscophyceae; Corethron; Corethron_hystrix		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Radial-centric-basal-Coscinodiscophyceae; Proboscia; Proboscia_indica		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Radial-centric-basal-Coscinodiscophyceae; Proboscia; Proboscia_indica		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Radial-centric-basal-Coscinodiscophyceae; Proboscia; Proboscia_indica		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Radial-centric-basal-Coscinodiscophyceae; Proboscia; Proboscia_sp.		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Radial-centric-basal-Coscinodiscophyceae; Rhizosolenia; Rhizosolenia_setigera		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Radial-centric-basal-Coscinodiscophyceae; Rhizosolenia; Rhizosolenia_setigera		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Radial-centric-basal-Coscinodiscophyceae; Rhizosolenia; Rhizosolenia_setigera		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Radial-centric-basal-Coscinodiscophyceae; Rhizosolenia; Rhizosolenia_setigera		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Radial-centric-basal-Coscinodiscophyceae; Rhizosolenia; Rhizosolenia_setigera		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Radial-centric-basal-Coscinodiscophyceae; Rhizosolenia; Rhizosolenia_setigera		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Radial-centric-basal-Coscinodiscophyceae; Rhizosolenia; Rhizosolenia_setigera		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Radial-centric-basal-Coscinodiscophyceae; Rhizosolenia; Rhizosolenia_setigera		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Radial-centric-basal-Coscinodiscophyceae; Rhizosolenia; Rhizosolenia_setigera		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Radial-centric-basal-Coscinodiscophyceae; Rhizosolenia; Rhizosolenia_setigera		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Radial-centric-basal-Coscinodiscophyceae; Rhizosolenia; Rhizosolenia_setigera		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Radial-centric-basal-Coscinodiscophyceae; Rhizosolenia; Rhizosolenia_setigera		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Radial-centric-basal-Coscinodiscophyceae; Rhizosolenia; Rhizosolenia_setigera		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Radial-centric-basal-Coscinodiscophyceae; Rhizosolenia; Rhizosolenia_setigera		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Radial-centric-basal-Coscinodiscophyceae; Rhizosolenia; Rhizosolenia_setigera		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Radial-centric-basal-Coscinodiscophyceae; Rhizosolenia; Rhizosolenia_setigera		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Radial-centric-basal-Coscinodiscophyceae; Rhizosolenia; Rhizosolenia_setigera		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Radial-centric-basal-Coscinodiscophyceae; Rhizosolenia; Rhizosolenia_setigera		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Radial-centric-basal-Coscinodiscophyceae; Rhizosolenia; Rhizosolenia_setigera		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Raphid-pennate		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Raphid-pennate		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Raphid-pennate		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Raphid-pennate; Cylindrotheca; Cylindrotheca_closterium		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Raphid-pennate; Raphid-pennate_X; Raphid-pennate_X_sp.		diat	
Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Raphid-pennate; Raphid-pennate_X; Raphid-pennate_X_sp.		diat	
d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Chroococcidiopsaceae; g__Chroococcidiopsis_PCC_7203; s__Chroococcidiopsis_sp.		diaz	
d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Microcystaceae; g__Atelocyanobacterium_(UCYN-A); s__Candidatus_Atelocyanobacterium		diaz	
d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Phormidiaceae; g__Trichodesmium_IMS101		diaz	
Eukaryota; Archaeplastida; Streptophyta; Embryophyceae; Embryophyceae_X; Embryophyceae_XX		land plants	
Eukaryota; Archaeplastida; Streptophyta; Embryophyceae; Embryophyceae_X; Embryophyceae_XX		land plants	
Eukaryota; Archaeplastida; Streptophyta; Embryophyceae; Embryophyceae_X; Embryophyceae_XX		land plants	
Eukaryota; Archaeplastida; Streptophyta; Embryophyceae; Embryophyceae_X; Embryophyceae_XX; Pinus		land plants	
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Kareniaceae; Karenia; Karenia_mikimotoi		mixo	
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Kareniaceae; Karenia; Karenia_mikimotoi		mixo	
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Kareniaceae; Karenia; Karenia_mikimotoi		mixo	
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Kareniaceae; Karenia; Karenia_mikimotoi		mixo	
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Kareniaceae; Karenia; Karenia_mikimotoi		mixo	
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Kareniaceae; Karlodinium; Karlodinium_veneficum		mixo	
Eukaryota; Rhizaria; Cercozoa; Chlorarachniophyceae; Chlorarachnida; Chlorarachnida_X		mixo	according to Wikipedia
Eukaryota; Rhizaria; Cercozoa; Chlorarachniophyceae; Chlorarachnida; Chlorarachnida_X; Gymnochlora; Gymnochlora_stellata		mixo	according to Wikipedia
Eukaryota; Stramenopiles; Ochrophyta; Chrysophyceae; Chrysophyceae_X	based on Ochromonas	mixo	
Eukaryota; Stramenopiles; Ochrophyta; Chrysophyceae; Chrysophyceae_X	based on Ochromonas	mixo	
Eukaryota; Stramenopiles; Ochrophyta; Chrysophyceae; Chrysophyceae_X	based on Ochromonas	mixo	
Eukaryota; Stramenopiles; Ochrophyta; Chrysophyceae; Chrysophyceae_X	based on Ochromonas	mixo	
Eukaryota; Stramenopiles; Ochrophyta; Chrysophyceae; Chrysophyceae_X	based on Ochromonas	mixo	
Eukaryota; Stramenopiles; Ochrophyta; Chrysophyceae; Chrysophyceae_X	based on Ochromonas	mixo	
Eukaryota; Stramenopiles; Ochrophyta; Chrysophyceae; Chrysophyceae_X	based on Ochromonas	mixo	
Eukaryota; Stramenopiles; Ochrophyta; Chrysophyceae; Chrysophyceae_X	based on Ochromonas	mixo	
Eukaryota; Stramenopiles; Ochrophyta; Chrysophyceae; Chrysophyceae_X	based on Ochromonas	mixo	
Eukaryota; Stramenopiles; Ochrophyta; Chrysophyceae; Chrysophyceae_X; Chrysophyceae_Clade_C; Ochromonas; Ochromonas_sp.	based on Ochromonas	mixo	
Eukaryota; Stramenopiles; Ochrophyta; Chrysophyceae; Chrysophyceae_X; Chrysophyceae_Clade_C; Ochromonas; Ochromonas_sp.	based on Ochromonas	mixo	
Eukaryota; Stramenopiles; Ochrophyta; Chrysophyceae; Chrysophyceae_X; Chrysophyceae_Clade_C; Ochromonas; Ochromonas_sp.	based on Ochromonas	mixo	
Eukaryota; Stramenopiles; Ochrophyta; Chrysophyceae; Chrysophyceae_X; Chrysophyceae_XX; Chrysophyceae_XXX; Chrysophyceae_XXX_sp.	based on Ochromonas	mixo	
Eukaryota; Stramenopiles; Ochrophyta; Chrysophyceae; Chrysophyceae_X; Chrysophyceae_XX; Chrysophyceae_XXX; Chrysophyceae_XXX_sp.	based on Ochromonas	mixo	
Eukaryota; Stramenopiles; Ochrophyta; Chrysophyceae; Chrysophyceae_X; Chrysophyceae_XX; Chrysophyceae_XXX; Chrysophyceae_XXX_sp.	based on Ochromonas	mixo	
Eukaryota; Stramenopiles; Ochrophyta; Chrysophyceae; Chrysophyceae_X; Chrysophyceae_XX; Chrysophyceae_XXX; Chrysophyceae_XXX_sp.	based on Ochromonas	mixo	
Eukaryota; Stramenopiles; Ochrophyta; Chrysophyceae; Chrysophyceae_X; Chrysophyceae_XX; Chrysophyceae_XXX; Chrysophyceae_XXX_sp.	based on Ochromonas	mixo	
Eukaryota; Stramenopiles; Ochrophyta; Chrysophyceae; Chrysophyceae_X; Chrysophyceae_XX; Chrysophyceae_XXX; Chrysophyceae_XXX_sp.	based on Ochromonas	mixo	
Eukaryota; Stramenopiles; Ochrophyta; Chrysophyceae; Chrysophyceae_X; Chrysophyceae_XX; Chrysophyceae_XXX; Chrysophyceae_XXX_sp.	based on Ochromonas	mixo	
Eukaryota; Stramenopiles; Ochrophyta; Chrysophyceae; Chrysophyceae_X; Chrysophyceae_XX; Chrysophyceae_XXX; Chrysophyceae_XXX_sp.	based on Ochromonas	mixo	
Eukaryota; Stramenopiles; Ochrophyta; Chrysophyceae; Chrysophyceae_X; Chrysophyceae_XX; Chrysophyceae_XXX; Chrysophyceae_XXX_sp.	based on Ochromonas	mixo	
